Image,Coordinates
image_00090.png,"[(131, 707), (531, 666), (142, 666), (551, 643), (482, 625), (242, 614), (409, 597), (438, 584), (136, 582), (608, 578), (635, 577), (130, 549), (629, 535), (41, 523), (593, 431), (475, 430), (376, 422), (630, 362), (15, 359), (307, 312), (556, 311), (48, 307), (648, 300), (150, 287), (0, 269), (671, 264), (34, 249), (14, 250), (97, 224), (615, 161), (689, 139), (1, 83), (341, 69), (230, 56), (170, 32), (525, 26), (306, 5)]"
image_00091.png,"[(347, 668), (401, 664), (359, 663), (287, 656), (562, 653), (645, 651), (549, 649), (190, 650), (549, 632), (303, 617), (598, 616), (462, 598), (16, 597), (541, 571), (475, 562), (530, 554), (577, 547), (595, 545), (643, 540), (376, 526), (351, 517), (663, 515), (552, 512), (150, 510), (591, 507), (550, 506), (280, 506), (495, 500), (77, 501), (570, 492), (548, 489), (672, 488), (291, 475), (185, 469), (718, 461), (170, 433), (512, 426), (698, 423), (496, 424), (499, 419), (620, 412), (220, 399), (15, 354), (345, 342), (677, 339), (56, 329), (428, 323), (59, 303), (691, 293), (354, 289), (561, 275), (314, 273), (531, 225), (426, 216), (310, 197), (73, 197), (533, 174), (284, 142), (289, 112), (419, 81), (477, 67), (564, 40), (543, 38), (487, 29), (692, 23), (84, 11)]"
image_00092.png,"[(182, 716), (392, 688), (83, 688), (113, 677), (448, 641), (506, 625), (16, 622), (9, 603), (556, 601), (2, 586), (453, 572), (582, 569), (318, 535), (198, 513), (425, 454), (566, 422), (45, 412), (4, 402), (115, 360), (375, 332), (376, 323), (420, 313), (278, 275), (391, 231), (275, 227), (519, 201), (64, 190), (643, 173), (68, 167), (348, 161), (503, 155), (402, 141), (343, 123), (364, 121), (261, 92), (59, 70), (463, 48), (169, 46), (316, 33), (655, 28), (555, 6)]"
image_00093.png,"[(510, 701), (478, 679), (143, 660), (412, 655), (264, 618), (689, 615), (37, 609), (27, 564), (68, 530), (94, 487), (188, 473), (78, 463), (442, 452), (32, 430), (432, 418), (627, 395), (619, 395), (482, 374), (347, 373), (677, 357), (103, 357), (518, 334), (362, 334), (550, 327), (142, 306), (124, 298), (49, 285), (380, 279), (368, 274), (659, 272), (470, 269), (518, 265), (323, 231), (532, 225), (473, 226), (714, 219), (654, 212), (78, 211), (249, 206), (556, 203), (171, 200), (364, 191), (595, 178), (442, 171), (416, 171), (73, 160), (86, 152), (221, 150), (169, 148), (320, 140), (74, 140), (704, 114), (276, 86), (210, 85), (145, 79), (136, 66), (337, 65), (581, 58), (489, 56), (386, 52), (6, 16), (2, 5), (381, 4)]"
image_00094.png,"[(285, 695), (541, 683), (204, 674), (488, 644), (357, 633), (386, 628), (255, 619), (495, 617), (83, 612), (169, 604), (219, 570), (324, 563), (31, 535), (52, 525), (428, 508), (150, 495), (642, 491), (596, 483), (54, 454), (173, 454), (181, 441), (419, 429), (682, 425), (554, 424), (531, 423), (392, 412), (122, 412), (558, 406), (16, 391), (277, 376), (93, 363), (39, 357), (9, 354), (223, 344), (667, 337), (38, 337), (231, 336), (405, 310), (231, 292), (193, 286), (707, 284), (551, 263), (197, 250), (526, 235), (427, 233), (272, 196), (54, 168), (191, 168), (225, 163), (227, 151), (245, 148), (616, 143), (173, 120), (623, 102), (33, 95), (388, 87), (632, 79), (571, 69), (145, 70), (50, 60), (365, 36), (167, 27), (298, 26), (613, 13), (557, 6), (431, 0), (369, 0)]"
image_00095.png,"[(356, 668), (407, 663), (175, 662), (190, 639), (372, 638), (661, 633), (507, 611), (270, 584), (57, 482), (113, 432), (302, 428), (380, 420), (635, 411), (375, 411), (501, 389), (623, 385), (561, 353), (113, 312), (82, 308), (410, 298), (245, 298), (385, 291), (285, 260), (689, 257), (484, 215), (337, 213), (523, 206), (668, 203), (437, 195), (193, 163), (151, 148), (131, 138), (490, 131), (198, 116), (340, 115), (46, 102), (525, 78), (40, 65), (539, 59), (271, 52), (546, 37), (256, 25), (435, 25), (651, 16), (236, 2)]"
image_00096.png,"[(149, 705), (25, 696), (569, 688), (247, 688), (142, 680), (175, 669), (68, 642), (594, 631), (677, 623), (213, 621), (63, 607), (669, 581), (626, 573), (393, 571), (646, 561), (118, 560), (202, 528), (711, 516), (568, 472), (519, 470), (234, 457), (579, 454), (705, 450), (258, 434), (458, 428), (692, 420), (699, 404), (589, 386), (270, 363), (304, 359), (204, 358), (181, 326), (579, 324), (521, 302), (716, 298), (551, 292), (571, 246), (72, 237), (191, 237), (17, 217), (471, 187), (597, 185), (542, 176), (412, 168), (8, 164), (128, 129), (448, 122), (186, 107), (536, 71), (309, 59), (519, 52), (410, 51), (17, 7)]"
image_00097.png,"[(690, 705), (624, 699), (318, 692), (322, 625), (383, 581), (197, 542), (538, 537), (607, 492), (346, 472), (232, 470), (373, 465), (260, 464), (253, 463), (41, 453), (136, 446), (557, 445), (118, 438), (56, 425), (6, 413), (517, 377), (501, 345), (15, 342), (601, 342), (18, 340), (302, 337), (40, 314), (24, 294), (647, 284), (501, 274), (233, 273), (356, 269), (362, 265), (610, 251), (466, 231), (688, 176), (388, 176), (134, 175), (543, 168), (449, 139), (625, 128), (220, 97), (103, 94), (166, 93), (580, 73), (37, 70), (710, 54), (375, 55), (221, 54), (638, 18), (253, 4)]"
image_00098.png,"[(13, 700), (20, 697), (174, 694), (30, 674), (593, 661), (671, 658), (24, 635), (699, 620), (698, 616), (155, 573), (111, 553), (271, 542), (237, 474), (456, 465), (55, 437), (253, 423), (511, 423), (579, 410), (116, 408), (714, 407), (47, 399), (670, 372), (56, 370), (185, 339), (523, 319), (76, 301), (64, 296), (112, 290), (37, 270), (425, 250), (2, 246), (238, 243), (706, 220), (643, 219), (542, 199), (708, 157), (576, 151), (327, 141), (623, 136), (622, 77), (99, 73), (538, 55)]"
image_00099.png,"[(364, 717), (197, 703), (189, 696), (528, 666), (418, 662), (582, 650), (662, 641), (521, 636), (191, 636), (376, 629), (715, 627), (455, 613), (374, 604), (284, 597), (694, 574), (34, 565), (633, 561), (669, 539), (125, 539), (443, 533), (455, 530), (147, 519), (632, 513), (531, 502), (270, 500), (466, 466), (568, 461), (590, 448), (233, 445), (127, 443), (558, 438), (124, 423), (442, 421), (153, 416), (619, 409), (658, 392), (601, 376), (473, 376), (310, 365), (441, 364), (302, 363), (162, 362), (436, 358), (472, 349), (89, 349), (150, 346), (186, 345), (170, 341), (446, 339), (117, 337), (614, 335), (151, 335), (209, 332), (207, 329), (226, 322), (489, 312), (398, 307), (196, 305), (84, 297), (551, 293), (275, 293), (361, 287), (353, 285), (573, 283), (662, 280), (634, 275), (509, 271), (358, 270), (375, 268), (420, 264), (377, 260), (239, 259), (284, 245), (592, 243), (520, 240), (264, 231), (706, 227), (5, 225), (256, 222), (301, 210), (173, 206), (481, 206), (576, 192), (335, 191), (620, 181), (301, 177), (166, 176), (395, 155), (579, 149), (692, 136), (96, 118), (435, 114), (104, 114), (133, 112), (567, 89), (399, 77), (143, 31), (529, 29), (414, 16), (242, 3)]"
image_00100.png,"[(33, 707), (339, 698), (350, 665), (308, 622), (430, 583), (656, 574), (180, 553), (278, 527), (221, 494), (89, 485), (320, 479), (527, 448), (284, 429), (294, 428), (188, 411), (634, 405), (121, 379), (590, 364), (215, 359), (39, 354), (41, 350), (12, 315), (371, 315), (137, 288), (707, 278), (134, 268), (555, 259), (130, 185), (179, 178), (65, 177), (57, 176), (339, 163), (718, 104), (7, 85), (616, 73), (329, 71), (202, 49), (535, 42), (512, 35), (40, 19), (133, 18)]"
image_00101.png,"[(380, 715), (457, 637), (558, 633), (652, 630), (221, 624), (52, 607), (606, 584), (526, 580), (190, 572), (226, 569), (496, 553), (560, 541), (334, 522), (118, 500), (252, 447), (525, 446), (134, 435), (579, 425), (69, 398), (651, 364), (674, 347), (713, 326), (400, 325), (93, 310), (539, 307), (517, 299), (360, 280), (433, 279), (162, 274), (279, 266), (245, 260), (16, 259), (56, 241), (182, 220), (623, 216), (660, 208), (574, 182), (298, 161), (667, 151), (85, 151), (138, 146), (15, 138), (288, 121), (31, 107), (286, 102), (685, 101), (507, 101), (547, 85), (203, 84), (479, 59), (327, 48)]"
image_00102.png,"[(86, 715), (271, 706), (59, 707), (140, 700), (378, 695), (405, 679), (597, 678), (434, 674), (330, 657), (484, 646), (631, 635), (283, 619), (43, 590), (325, 587), (490, 578), (708, 568), (7, 569), (594, 556), (669, 555), (261, 524), (61, 523), (247, 518), (510, 512), (75, 510), (241, 505), (579, 495), (548, 491), (702, 484), (106, 482), (298, 466), (630, 456), (128, 451), (306, 437), (485, 423), (588, 422), (7, 417), (58, 412), (408, 410), (488, 403), (446, 402), (647, 398), (446, 399), (425, 389), (371, 357), (38, 325), (535, 305), (27, 300), (106, 299), (644, 250), (56, 225), (560, 206), (579, 204), (666, 198), (40, 190), (337, 155), (689, 151), (96, 143), (498, 140), (545, 105), (602, 104), (500, 82), (714, 72), (137, 68), (670, 52), (561, 23)]"
image_00103.png,"[(32, 703), (497, 693), (94, 691), (417, 682), (328, 672), (563, 671), (594, 670), (561, 667), (554, 663), (523, 656), (104, 649), (117, 628), (283, 607), (518, 600), (227, 600), (317, 579), (14, 573), (472, 545), (182, 545), (111, 531), (699, 518), (303, 502), (413, 495), (515, 486), (367, 468), (252, 463), (95, 464), (43, 464), (109, 460), (153, 423), (559, 412), (4, 403), (574, 380), (320, 356), (83, 351), (364, 348), (49, 330), (691, 325), (82, 321), (528, 320), (619, 317), (125, 306), (686, 297), (701, 279), (555, 264), (710, 261), (125, 258), (175, 239), (163, 237), (198, 235), (242, 233), (63, 232), (541, 217), (536, 199), (333, 197), (462, 196), (557, 183), (420, 181), (293, 177), (240, 156), (216, 153), (135, 147), (166, 139), (128, 132), (462, 106), (569, 97), (88, 80), (346, 79), (617, 76), (283, 50), (659, 50), (505, 37), (272, 29), (3, 17)]"
image_00104.png,"[(397, 717), (60, 710), (479, 700), (41, 700), (354, 694), (72, 682), (51, 676), (504, 670), (608, 667), (264, 667), (34, 666), (593, 655), (212, 654), (661, 645), (601, 644), (665, 643), (492, 637), (518, 633), (203, 633), (338, 632), (203, 619), (313, 610), (384, 603), (166, 602), (270, 602), (211, 600), (578, 598), (368, 593), (474, 591), (243, 591), (30, 586), (206, 567), (210, 552), (184, 541), (134, 536), (55, 525), (392, 520), (404, 519), (346, 519), (280, 517), (229, 515), (297, 509), (360, 501), (489, 497), (590, 464), (235, 459), (358, 449), (51, 438), (699, 418), (338, 417), (112, 414), (292, 413), (317, 396), (151, 394), (519, 389), (372, 386), (323, 383), (41, 379), (216, 374), (99, 369), (304, 366), (93, 365), (6, 364), (513, 351), (162, 340), (691, 335), (262, 334), (500, 325), (97, 321), (640, 320), (234, 313), (312, 309), (127, 293), (307, 286), (536, 276), (157, 265), (619, 262), (85, 262), (718, 258), (437, 250), (271, 239), (122, 229), (407, 223), (127, 200), (389, 187), (232, 188), (645, 187), (436, 175), (640, 131), (651, 131), (262, 112), (313, 108), (629, 107), (162, 105), (131, 94), (622, 89), (339, 87), (572, 81), (436, 35), (499, 25), (567, 16), (570, 8)]"
image_00105.png,"[(564, 716), (411, 716), (58, 685), (442, 675), (337, 665), (526, 661), (136, 643), (286, 640), (387, 635), (529, 621), (267, 620), (107, 619), (324, 613), (579, 598), (709, 596), (574, 588), (717, 585), (326, 575), (421, 572), (649, 570), (441, 570), (430, 532), (674, 487), (718, 476), (129, 462), (375, 460), (346, 439), (367, 434), (468, 426), (124, 412), (339, 391), (184, 385), (189, 375), (182, 367), (674, 365), (419, 349), (577, 344), (193, 339), (195, 332), (530, 330), (515, 322), (423, 317), (10, 314), (423, 301), (441, 286), (378, 274), (22, 272), (514, 271), (298, 268), (603, 268), (680, 258), (689, 249), (119, 214), (420, 175), (597, 172), (43, 171), (275, 119), (457, 110), (55, 101), (556, 95), (430, 27)]"
image_00106.png,"[(642, 697), (403, 681), (620, 660), (625, 638), (438, 635), (265, 629), (483, 615), (691, 597), (289, 587), (337, 581), (358, 572), (505, 568), (591, 565), (508, 563), (495, 560), (586, 553), (566, 545), (551, 538), (636, 535), (643, 532), (16, 527), (533, 516), (554, 514), (677, 513), (535, 507), (567, 503), (433, 483), (340, 448), (378, 431), (258, 387), (473, 380), (142, 356), (697, 355), (423, 342), (355, 304), (680, 282), (714, 277), (275, 249), (288, 246), (299, 214), (632, 189), (711, 187), (94, 180), (472, 174), (407, 139), (659, 136), (485, 133), (144, 116), (59, 107), (663, 86), (341, 52), (274, 36), (288, 23), (480, 15), (544, 14)]"
image_00107.png,"[(150, 718), (99, 705), (596, 693), (550, 659), (682, 631), (408, 628), (714, 627), (357, 624), (443, 620), (326, 609), (527, 604), (638, 572), (369, 564), (606, 561), (701, 552), (113, 551), (431, 545), (27, 512), (329, 506), (402, 497), (572, 497), (61, 489), (576, 484), (335, 475), (315, 467), (332, 462), (3, 461), (315, 460), (320, 456), (559, 452), (338, 449), (538, 443), (708, 437), (216, 437), (626, 433), (629, 421), (133, 411), (49, 407), (158, 401), (197, 395), (463, 377), (587, 376), (573, 365), (137, 363), (454, 351), (625, 338), (333, 332), (260, 330), (17, 319), (716, 316), (417, 308), (645, 307), (259, 305), (402, 301), (319, 299), (478, 286), (58, 284), (562, 281), (542, 279), (449, 276), (356, 274), (407, 267), (65, 267), (428, 266), (26, 265), (474, 263), (584, 260), (518, 260), (452, 253), (84, 252), (491, 248), (481, 248), (103, 245), (526, 239), (413, 239), (572, 235), (359, 234), (176, 232), (149, 231), (266, 224), (116, 221), (123, 211), (529, 205), (661, 204), (64, 202), (650, 193), (274, 192), (523, 184), (313, 174), (711, 171), (331, 166), (463, 164), (684, 157), (171, 147), (309, 145), (440, 141), (483, 136), (646, 124), (554, 111), (648, 59), (265, 42), (101, 38), (60, 13), (12, 7)]"
image_00108.png,"[(30, 692), (527, 685), (284, 655), (256, 647), (314, 620), (37, 598), (578, 593), (105, 582), (429, 569), (629, 556), (94, 553), (645, 551), (597, 540), (506, 535), (712, 530), (452, 516), (5, 514), (56, 506), (488, 498), (424, 477), (553, 453), (581, 445), (718, 427), (408, 425), (333, 423), (396, 414), (270, 403), (399, 401), (619, 394), (156, 390), (306, 386), (112, 375), (535, 375), (528, 374), (9, 343), (687, 330), (596, 320), (612, 316), (419, 294), (583, 280), (99, 263), (318, 262), (31, 256), (590, 231), (607, 227), (219, 212), (699, 203), (301, 191), (596, 183), (113, 181), (352, 180), (452, 176), (538, 153), (5, 132), (56, 129), (445, 110), (453, 90), (264, 73), (718, 66), (395, 61), (36, 58), (45, 48), (627, 46), (251, 45), (94, 42), (436, 39), (285, 39), (482, 38), (251, 17), (324, 16), (488, 14), (572, 10), (8, 10), (73, 8), (109, 0)]"
image_00109.png,"[(280, 711), (41, 695), (700, 694), (697, 652), (369, 626), (276, 621), (112, 619), (422, 597), (644, 593), (702, 591), (181, 577), (175, 575), (616, 528), (38, 525), (6, 524), (314, 509), (197, 494), (56, 489), (538, 483), (81, 477), (340, 475), (696, 470), (390, 470), (143, 470), (105, 467), (173, 448), (250, 441), (424, 434), (144, 429), (191, 417), (283, 417), (169, 403), (596, 393), (62, 378), (499, 372), (546, 368), (380, 347), (74, 326), (12, 325), (663, 323), (647, 322), (246, 322), (462, 319), (126, 312), (211, 291), (601, 288), (718, 270), (348, 261), (220, 261), (204, 256), (435, 252), (627, 252), (109, 247), (499, 243), (273, 240), (348, 236), (145, 222), (526, 220), (56, 210), (266, 201), (524, 192), (257, 187), (533, 179), (448, 177), (544, 175), (703, 174), (535, 170), (62, 155), (472, 134), (413, 119), (635, 102), (299, 93), (459, 92), (327, 90), (45, 65), (552, 64), (284, 27), (540, 14), (83, 9), (507, 6)]"
image_00110.png,"[(344, 687), (65, 686), (382, 683), (512, 680), (139, 677), (502, 665), (447, 631), (238, 632), (452, 624), (245, 582), (718, 582), (457, 567), (653, 559), (49, 555), (243, 543), (665, 536), (338, 522), (85, 509), (257, 503), (647, 492), (578, 488), (446, 484), (325, 471), (576, 453), (588, 442), (202, 440), (39, 428), (228, 408), (491, 407), (227, 401), (591, 389), (418, 384), (284, 356), (349, 346), (622, 325), (370, 314), (292, 310), (592, 295), (78, 249), (80, 225), (25, 225), (485, 220), (53, 206), (317, 196), (291, 185), (289, 178), (626, 172), (276, 167), (268, 163), (280, 151), (217, 149), (239, 148), (501, 145), (566, 144), (261, 126), (74, 123), (24, 115), (416, 106), (464, 99), (690, 97), (564, 85), (409, 75), (83, 70), (302, 69), (287, 66), (220, 35), (8, 32), (529, 22), (400, 10), (126, 7)]"
image_00111.png,"[(436, 712), (377, 686), (598, 685), (592, 665), (36, 660), (215, 654), (625, 645), (577, 636), (325, 622), (3, 623), (232, 607), (201, 606), (398, 595), (234, 548), (414, 545), (311, 539), (207, 539), (174, 536), (30, 490), (71, 481), (188, 453), (177, 453), (385, 447), (113, 444), (85, 431), (227, 429), (405, 422), (696, 371), (239, 368), (350, 350), (430, 337), (186, 332), (319, 321), (483, 319), (144, 298), (221, 284), (259, 280), (542, 273), (444, 255), (97, 253), (609, 251), (610, 234), (268, 219), (90, 216), (99, 210), (540, 186), (285, 178), (525, 176), (358, 165), (45, 159), (582, 153), (347, 150), (127, 149), (346, 138), (426, 131), (31, 119), (449, 118), (79, 102), (638, 102), (462, 70), (687, 64), (637, 50), (587, 45), (186, 30), (190, 14), (112, 12)]"
image_00112.png,"[(349, 678), (622, 658), (534, 614), (538, 582), (9, 574), (388, 574), (538, 560), (570, 525), (563, 515), (61, 504), (88, 501), (260, 478), (78, 460), (609, 453), (668, 437), (414, 431), (480, 429), (564, 426), (36, 359), (522, 335), (393, 327), (67, 288), (236, 278), (604, 258), (493, 245), (476, 244), (618, 242), (80, 224), (408, 219), (101, 186), (264, 119), (682, 88), (37, 87), (247, 82), (110, 61), (294, 34), (520, 29), (546, 23), (90, 20)]"
image_00113.png,"[(518, 707), (350, 699), (85, 698), (505, 696), (586, 690), (23, 678), (158, 651), (542, 647), (289, 639), (319, 607), (21, 583), (8, 581), (233, 576), (103, 574), (6, 563), (543, 559), (523, 552), (54, 543), (195, 540), (646, 534), (595, 531), (653, 529), (647, 518), (652, 511), (594, 511), (669, 507), (613, 500), (497, 496), (303, 492), (28, 476), (46, 472), (519, 471), (93, 464), (423, 447), (416, 444), (653, 442), (0, 443), (112, 437), (39, 434), (186, 427), (560, 425), (17, 421), (275, 393), (495, 383), (162, 379), (372, 370), (278, 357), (302, 352), (245, 343), (61, 338), (300, 336), (242, 329), (272, 274), (276, 271), (232, 271), (113, 261), (530, 254), (600, 250), (287, 247), (287, 234), (357, 219), (123, 214), (647, 200), (415, 188), (492, 150), (232, 146), (177, 109), (212, 66), (280, 64), (177, 59), (350, 17), (659, 2)]"
image_00114.png,"[(629, 715), (556, 684), (350, 670), (279, 650), (89, 646), (567, 635), (450, 626), (619, 616), (207, 616), (521, 598), (276, 584), (11, 532), (267, 515), (702, 505), (403, 504), (35, 497), (638, 488), (500, 484), (538, 475), (680, 453), (510, 405), (562, 403), (502, 399), (551, 366), (249, 363), (9, 352), (590, 344), (182, 343), (260, 333), (531, 279), (509, 241), (306, 238), (245, 174), (533, 157), (369, 151), (642, 133), (363, 127), (482, 127), (67, 97), (435, 96), (590, 95), (499, 77), (168, 73), (319, 61), (190, 52), (560, 8)]"
image_00115.png,"[(700, 686), (366, 628), (187, 602), (566, 589), (432, 570), (582, 541), (146, 534), (269, 533), (390, 517), (446, 508), (574, 478), (447, 459), (699, 424), (238, 420), (199, 405), (504, 394), (414, 368), (60, 321), (67, 320), (616, 314), (115, 279), (344, 262), (685, 259), (350, 258), (594, 246), (394, 238), (281, 225), (424, 210), (91, 195), (706, 157), (142, 139), (81, 135), (165, 123), (19, 105), (124, 35), (698, 22), (449, 11), (487, 0), (409, 0)]"
image_00116.png,"[(36, 708), (75, 698), (406, 689), (488, 678), (617, 650), (415, 643), (3, 614), (304, 552), (293, 530), (518, 505), (395, 490), (246, 484), (469, 474), (519, 468), (242, 467), (558, 460), (208, 421), (226, 417), (91, 414), (43, 411), (556, 393), (377, 383), (125, 346), (624, 336), (0, 336), (170, 318), (225, 289), (189, 280), (170, 278), (104, 260), (338, 231), (467, 209), (140, 204), (566, 197), (376, 194), (647, 191), (255, 176), (530, 167), (376, 152), (209, 149), (333, 139), (254, 138), (530, 124), (411, 94), (694, 87), (395, 81), (236, 77), (39, 69), (540, 41), (468, 34), (42, 27), (50, 3), (140, 1)]"
image_00117.png,"[(166, 716), (475, 707), (21, 667), (149, 657), (386, 603), (483, 595), (696, 561), (120, 554), (526, 552), (650, 479), (174, 402), (681, 374), (333, 363), (359, 353), (589, 336), (77, 336), (548, 335), (566, 331), (713, 320), (480, 321), (64, 310), (708, 309), (193, 304), (283, 294), (0, 283), (508, 278), (426, 274), (476, 260), (541, 254), (612, 242), (630, 233), (495, 213), (506, 193), (524, 179), (121, 178), (693, 161), (215, 138), (95, 126), (672, 123), (616, 86), (238, 80), (438, 65), (545, 57), (497, 37), (247, 19), (677, 4)]"
image_00118.png,"[(274, 714), (699, 676), (382, 662), (125, 644), (608, 630), (33, 617), (261, 615), (265, 573), (54, 558), (706, 556), (135, 543), (512, 509), (124, 502), (504, 499), (81, 498), (581, 488), (101, 484), (401, 436), (161, 433), (16, 401), (687, 386), (25, 382), (398, 376), (151, 369), (577, 348), (562, 345), (136, 340), (142, 324), (31, 314), (335, 312), (167, 301), (550, 292), (701, 288), (42, 266), (197, 266), (718, 259), (16, 252), (185, 249), (508, 247), (335, 232), (150, 217), (1, 174), (503, 137), (461, 135), (427, 118), (23, 111), (696, 106), (217, 31), (706, 25), (451, 16)]"
image_00119.png,"[(168, 718), (249, 685), (262, 671), (551, 658), (563, 649), (543, 648), (715, 637), (457, 631), (90, 623), (155, 622), (633, 604), (217, 596), (187, 576), (644, 563), (322, 510), (194, 504), (273, 493), (693, 484), (301, 437), (57, 418), (526, 395), (3, 375), (177, 357), (439, 330), (341, 284), (39, 269), (325, 265), (184, 242), (81, 208), (42, 176), (434, 170), (415, 161), (675, 157), (584, 150), (691, 145), (593, 141), (385, 129), (284, 128), (435, 124), (556, 116), (244, 110), (536, 109), (562, 104), (544, 100), (113, 97), (561, 91), (615, 84), (339, 78), (404, 75), (306, 69), (489, 67), (701, 55), (47, 52), (149, 31), (203, 26)]"
image_00120.png,"[(193, 715), (717, 694), (547, 695), (506, 691), (479, 672), (59, 670), (629, 665), (378, 602), (293, 600), (354, 599), (56, 587), (463, 580), (133, 577), (476, 540), (158, 538), (157, 534), (329, 503), (577, 494), (473, 456), (469, 423), (208, 399), (382, 393), (23, 338), (157, 326), (112, 294), (197, 268), (363, 229), (312, 206), (658, 194), (320, 183), (398, 179), (500, 163), (73, 143), (237, 141), (135, 140), (169, 132), (388, 121), (367, 121), (278, 102), (450, 97), (126, 81), (0, 79), (132, 77), (204, 72), (46, 60), (41, 1)]"
image_00121.png,"[(700, 673), (472, 661), (464, 637), (689, 636), (637, 634), (45, 578), (124, 562), (680, 553), (692, 549), (174, 542), (289, 542), (621, 538), (524, 527), (216, 523), (638, 500), (150, 492), (89, 484), (124, 460), (84, 437), (315, 422), (214, 423), (716, 413), (691, 403), (16, 391), (620, 388), (490, 385), (37, 376), (419, 373), (5, 368), (633, 357), (526, 346), (64, 334), (101, 314), (513, 310), (43, 303), (565, 279), (53, 261), (185, 241), (694, 227), (364, 224), (8, 212), (97, 203), (405, 201), (68, 199), (409, 175), (705, 174), (23, 170), (665, 156), (136, 147), (3, 120), (47, 106), (274, 87), (666, 78), (3, 76), (179, 76), (428, 69), (642, 22)]"
image_00122.png,"[(484, 710), (483, 678), (526, 649), (405, 639), (493, 616), (513, 591), (416, 558), (445, 549), (238, 509), (113, 496), (353, 489), (214, 477), (347, 470), (334, 458), (340, 453), (172, 427), (657, 419), (538, 391), (247, 366), (290, 346), (339, 329), (79, 330), (225, 311), (340, 300), (309, 296), (31, 292), (390, 283), (350, 271), (272, 252), (461, 234), (141, 197), (629, 156), (235, 116), (628, 108), (419, 63), (706, 43), (424, 39), (265, 23), (140, 23), (702, 5)]"
image_00123.png,"[(516, 704), (659, 702), (235, 665), (625, 642), (468, 639), (172, 635), (588, 626), (595, 616), (476, 606), (21, 563), (114, 550), (476, 533), (295, 514), (65, 510), (599, 499), (374, 477), (15, 471), (366, 432), (408, 401), (435, 360), (25, 354), (529, 351), (421, 335), (377, 300), (92, 287), (114, 268), (695, 258), (151, 245), (450, 231), (711, 219), (491, 182), (473, 173), (303, 171), (400, 157), (54, 141), (90, 131), (269, 128), (291, 116), (677, 113), (2, 110), (245, 102), (603, 85), (432, 83), (312, 78), (525, 77), (92, 73), (194, 45), (262, 36), (429, 32), (177, 29), (578, 28), (442, 26), (525, 24), (678, 21), (106, 22), (431, 13)]"
image_00124.png,"[(307, 701), (702, 695), (600, 692), (662, 687), (189, 679), (541, 653), (126, 648), (396, 633), (324, 631), (703, 630), (438, 626), (65, 611), (455, 592), (58, 591), (615, 576), (89, 569), (41, 564), (188, 557), (535, 551), (193, 545), (691, 519), (269, 501), (590, 499), (418, 483), (504, 480), (555, 448), (662, 447), (302, 430), (370, 404), (392, 395), (233, 373), (490, 370), (185, 351), (515, 331), (185, 330), (397, 325), (523, 318), (334, 316), (551, 293), (138, 290), (467, 286), (282, 274), (326, 266), (363, 261), (623, 257), (439, 237), (178, 233), (291, 232), (387, 229), (357, 224), (571, 223), (578, 215), (342, 211), (387, 208), (280, 206), (223, 194), (262, 190), (198, 177), (43, 176), (581, 171), (543, 163), (42, 159), (276, 145), (265, 137), (549, 127), (8, 80), (626, 76), (324, 67), (546, 45), (581, 41), (410, 40), (583, 29), (601, 26), (60, 25), (496, 15), (344, 5), (335, 3)]"
image_00125.png,"[(216, 710), (57, 700), (98, 685), (415, 671), (288, 640), (87, 582), (688, 554), (507, 537), (705, 524), (523, 515), (606, 465), (25, 454), (17, 444), (58, 378), (117, 358), (12, 355), (399, 353), (217, 348), (645, 311), (456, 306), (199, 281), (182, 210), (313, 197), (280, 195), (461, 186), (38, 184), (431, 180), (329, 181), (594, 178), (52, 167), (637, 140), (256, 109), (692, 95), (175, 47), (548, 40), (507, 23), (487, 12), (103, 9), (343, 3)]"
image_00126.png,"[(477, 674), (542, 649), (204, 618), (55, 617), (478, 579), (8, 578), (297, 573), (577, 567), (357, 562), (473, 553), (506, 544), (202, 515), (401, 511), (546, 499), (2, 490), (398, 477), (52, 458), (85, 452), (108, 450), (111, 441), (102, 440), (174, 440), (49, 437), (455, 433), (106, 433), (123, 427), (67, 425), (320, 419), (539, 406), (103, 364), (8, 355), (575, 336), (601, 315), (616, 244), (651, 242), (550, 236), (528, 203), (34, 176), (357, 159), (262, 149), (327, 140), (233, 131), (77, 123), (543, 114), (423, 109), (342, 96), (370, 88), (363, 34), (484, 3)]"
image_00127.png,"[(379, 685), (113, 657), (100, 637), (25, 613), (582, 611), (284, 604), (648, 575), (32, 563), (82, 540), (655, 508), (315, 491), (718, 468), (156, 422), (534, 419), (91, 411), (178, 400), (255, 373), (130, 373), (687, 357), (573, 349), (601, 344), (594, 343), (8, 333), (384, 323), (477, 321), (460, 312), (399, 296), (230, 288), (351, 281), (32, 272), (319, 243), (649, 218), (364, 210), (388, 184), (374, 164), (707, 153), (583, 152), (713, 148), (320, 145), (275, 112), (212, 63), (67, 56), (249, 52), (489, 50), (348, 50), (12, 21)]"
